scenario,true_fcr,proxy_fcr,repeat_30d,repeat_31_60d,churn,aht,burnout,compliance,strain,rep_id,condition,call_id
gamed_metric,0.1471,0.9842,0.1654,0.7428,0.1486,609.6,0.3346,0.2999,0.7212,REP-0169,high_pressure,HIGH_PRESSURE-02419
loyalty_offer_missed,0.0364,0.9086,0.247,0.9015,0.1806,604.4,0.5782,0.4609,0.6344,REP-0170,high_pressure,HIGH_PRESSURE-02420
clean,0.5554,0.9474,0.0355,0.1384,0.0825,585.2,0.2955,0.2361,0.7117,REP-0171,high_pressure,HIGH_PRESSURE-02421
gamed_metric,0.1183,0.9069,0.201,0.6141,0.1674,629.7,0.6962,0.5074,0.8133,REP-0172,high_pressure,HIGH_PRESSURE-02422
clean,0.5961,0.9097,0.0838,0.0716,0.0586,640.7,0.4104,0.299,0.6689,REP-0173,high_pressure,HIGH_PRESSURE-02423
fraud_store_promo,0.1345,0.9457,0.3907,0.6219,0.1881,587.0,0.3274,0.3155,0.6815,REP-0174,high_pressure,HIGH_PRESSURE-02424
gamed_metric,0.0869,0.8981,0.1512,0.7272,0.1317,618.0,0.3585,0.4577,0.7487,REP-0175,high_pressure,HIGH_PRESSURE-02425
fraud_line_add,0.1661,0.9237,0.3598,0.6241,0.1925,582.5,0.3722,0.3059,0.7164,REP-0176,high_pressure,HIGH_PRESSURE-02426
gamed_metric,0.1863,0.9479,0.1581,0.685,0.1787,617.0,0.5268,0.3938,0.6915,REP-0177,high_pressure,HIGH_PRESSURE-02427
loyalty_offer_missed,0.1559,1.0,0.2349,0.886,0.2208,641.8,0.7037,0.4184,0.765,REP-0178,high_pressure,HIGH_PRESSURE-02428
clean,0.4992,0.9029,0.0568,0.0519,0.071,623.0,0.4962,0.4041,0.6722,REP-0179,high_pressure,HIGH_PRESSURE-02429
gamed_metric,0.1207,0.9619,0.2092,0.7493,0.1441,642.5,0.5791,0.4158,0.646,REP-0180,high_pressure,HIGH_PRESSURE-02430
fraud_line_add,0.1368,0.8196,0.3596,0.6216,0.1763,605.9,0.3152,0.2272,0.6839,REP-0181,high_pressure,HIGH_PRESSURE-02431
fraud_store_promo,0.2052,0.8786,0.3678,0.6075,0.1421,618.4,0.4776,0.3235,0.7303,REP-0182,high_pressure,HIGH_PRESSURE-02432
clean,0.552,0.9121,0.0389,0.0495,0.0842,682.0,0.8635,0.5766,0.7107,REP-0183,high_pressure,HIGH_PRESSURE-02433
clean,0.568,0.9687,0.0461,0.0596,0.0486,626.2,0.4752,0.3726,0.7693,REP-0184,high_pressure,HIGH_PRESSURE-02434
fraud_store_promo,0.1992,0.9126,0.4123,0.6714,0.1616,663.2,0.5118,0.4243,0.7643,REP-0185,high_pressure,HIGH_PRESSURE-02435
gamed_metric,0.1413,0.9635,0.1875,0.7169,0.1013,578.1,0.3932,0.3596,0.7019,REP-0186,high_pressure,HIGH_PRESSURE-02436
clean,0.4021,0.9449,0.0764,0.0325,0.0768,670.1,0.6108,0.4093,0.7784,REP-0187,high_pressure,HIGH_PRESSURE-02437
gamed_metric,0.1075,0.9681,0.1682,0.6768,0.1302,654.6,0.5511,0.3156,0.8094,REP-0188,high_pressure,HIGH_PRESSURE-02438
fraud_hic_exchange,0.0915,0.9617,0.4086,0.6393,0.1722,642.4,0.3239,0.3439,0.5815,REP-0189,high_pressure,HIGH_PRESSURE-02439
gamed_metric,0.1085,0.9655,0.1783,0.7096,0.1318,719.1,0.6974,0.3993,0.8131,REP-0190,high_pressure,HIGH_PRESSURE-02440
fraud_store_promo,0.1125,0.9267,0.3907,0.5612,0.1875,683.2,0.5739,0.3728,0.7931,REP-0191,high_pressure,HIGH_PRESSURE-02441
fraud_store_promo,0.1748,0.95,0.3659,0.6383,0.1446,600.6,0.4568,0.3395,0.7595,REP-0192,high_pressure,HIGH_PRESSURE-02442
fraud_store_promo,0.135,0.8582,0.364,0.601,0.1543,678.4,0.5617,0.3576,0.7366,REP-0193,high_pressure,HIGH_PRESSURE-02443
loyalty_offer_missed,0.1043,0.9333,0.284,0.9106,0.2135,612.4,0.3701,0.2398,0.7417,REP-0194,high_pressure,HIGH_PRESSURE-02444
gamed_metric,0.0422,0.9565,0.1314,0.7117,0.107,604.8,0.365,0.36,0.707,REP-0195,high_pressure,HIGH_PRESSURE-02445
loyalty_offer_missed,0.0658,0.9967,0.2379,0.8871,0.1951,667.1,0.6179,0.4586,0.8547,REP-0196,high_pressure,HIGH_PRESSURE-02446
fraud_store_promo,0.1508,0.9168,0.3083,0.6468,0.1264,629.6,0.4925,0.3703,0.6811,REP-0197,high_pressure,HIGH_PRESSURE-02447
loyalty_offer_missed,0.1557,0.9762,0.1989,0.9627,0.197,630.3,0.5735,0.4799,0.7477,REP-0198,high_pressure,HIGH_PRESSURE-02448
fraud_line_add,0.0837,0.9137,0.3541,0.5676,0.1785,586.5,0.2232,0.2576,0.7385,REP-0199,high_pressure,HIGH_PRESSURE-02449
clean,0.5372,0.8554,0.0966,0.076,0.05,611.0,0.5113,0.3029,0.7149,REP-0200,high_pressure,HIGH_PRESSURE-02450
loyalty_offer_missed,0.0966,0.9629,0.2613,0.9531,0.2538,642.5,0.3719,0.3623,0.7339,REP-0201,high_pressure,HIGH_PRESSURE-02451
loyalty_offer_missed,0.0981,0.9757,0.2379,0.9173,0.2478,673.3,0.5476,0.3392,0.7516,REP-0202,high_pressure,HIGH_PRESSURE-02452
fraud_care_promo,0.153,0.9725,0.2692,0.5719,0.1463,617.6,0.4586,0.2767,0.7585,REP-0203,high_pressure,HIGH_PRESSURE-02453
fraud_care_promo,0.221,0.9574,0.2983,0.5955,0.1648,578.2,0.2347,0.2239,0.7396,REP-0204,high_pressure,HIGH_PRESSURE-02454
fraud_store_promo,0.1114,0.8883,0.3394,0.6886,0.1532,652.2,0.4094,0.381,0.7262,REP-0205,high_pressure,HIGH_PRESSURE-02455
fraud_line_add,0.0739,0.8863,0.3232,0.6426,0.1924,660.1,0.5751,0.4392,0.7709,REP-0206,high_pressure,HIGH_PRESSURE-02456
fraud_care_promo,0.1961,0.976,0.2585,0.5793,0.1635,596.6,0.4826,0.3534,0.775,REP-0207,high_pressure,HIGH_PRESSURE-02457
clean,0.4665,0.9087,0.0877,0.0609,0.077,597.5,0.5491,0.4247,0.7344,REP-0208,high_pressure,HIGH_PRESSURE-02458
fraud_store_promo,0.1484,0.961,0.368,0.6708,0.1533,593.0,0.4628,0.3292,0.8098,REP-0209,high_pressure,HIGH_PRESSURE-02459
gamed_metric,0.0719,0.8959,0.1189,0.7534,0.1229,590.6,0.2991,0.4274,0.652,REP-0210,high_pressure,HIGH_PRESSURE-02460
gamed_metric,0.0419,0.9597,0.1791,0.73,0.1458,639.7,0.571,0.4014,0.6984,REP-0211,high_pressure,HIGH_PRESSURE-02461
gamed_metric,0.0617,0.9542,0.1193,0.7574,0.1713,599.0,0.4791,0.4074,0.7621,REP-0212,high_pressure,HIGH_PRESSURE-02462
fraud_store_promo,0.2637,0.8685,0.3299,0.6052,0.1779,550.2,0.1998,0.2597,0.6947,REP-0213,high_pressure,HIGH_PRESSURE-02463
unresolvable_clean,0.0675,0.5557,0.4101,0.4212,0.0885,640.6,0.3461,0.3635,0.6633,REP-0214,high_pressure,HIGH_PRESSURE-02464
fraud_store_promo,0.1924,0.8935,0.4147,0.6193,0.197,693.4,0.5948,0.4536,0.6845,REP-0215,high_pressure,HIGH_PRESSURE-02465
gamed_metric,0.0689,0.9006,0.1435,0.676,0.1413,589.9,0.2874,0.3426,0.6641,REP-0216,high_pressure,HIGH_PRESSURE-02466
clean,0.6021,0.9197,0.0865,0.038,0.0467,590.4,0.3862,0.3555,0.6685,REP-0217,high_pressure,HIGH_PRESSURE-02467
fraud_hic_exchange,0.1387,0.9103,0.4165,0.6652,0.1861,661.6,0.6245,0.5636,0.7004,REP-0218,high_pressure,HIGH_PRESSURE-02468
clean,0.6118,0.8958,0.0886,0.0501,0.0691,644.7,0.5139,0.4263,0.7856,REP-0219,high_pressure,HIGH_PRESSURE-02469
clean,0.6241,0.8695,0.077,0.117,0.0652,684.1,0.656,0.425,0.7587,REP-0220,high_pressure,HIGH_PRESSURE-02470
unresolvable_clean,0.0805,0.5578,0.3996,0.3622,0.1431,607.1,0.3434,0.2985,0.7572,REP-0221,high_pressure,HIGH_PRESSURE-02471
fraud_line_add,0.1198,0.8914,0.362,0.6671,0.168,670.2,0.6422,0.4761,0.7307,REP-0222,high_pressure,HIGH_PRESSURE-02472
fraud_store_promo,0.1326,0.846,0.3572,0.7247,0.1725,660.9,0.5739,0.5038,0.7723,REP-0223,high_pressure,HIGH_PRESSURE-02473
gamed_metric,0.1044,0.9185,0.1754,0.7309,0.1817,610.4,0.4546,0.4467,0.7302,REP-0224,high_pressure,HIGH_PRESSURE-02474
unresolvable_clean,0.042,0.585,0.4481,0.4378,0.1412,614.6,0.5602,0.3473,0.7585,REP-0225,high_pressure,HIGH_PRESSURE-02475
clean,0.5365,0.892,0.0648,0.0763,0.0818,680.1,0.555,0.3143,0.7284,REP-0226,high_pressure,HIGH_PRESSURE-02476
gamed_metric,0.1334,0.8519,0.1471,0.6866,0.1553,596.0,0.4153,0.2542,0.7084,REP-0227,high_pressure,HIGH_PRESSURE-02477
loyalty_offer_missed,0.0678,0.9729,0.2919,1.0,0.2352,561.7,0.3337,0.3166,0.6714,REP-0228,high_pressure,HIGH_PRESSURE-02478
unresolvable_clean,0.0589,0.5499,0.4682,0.4467,0.1129,642.7,0.5531,0.4144,0.7822,REP-0229,high_pressure,HIGH_PRESSURE-02479
loyalty_offer_missed,0.0673,0.9357,0.2077,0.8952,0.2235,660.0,0.7133,0.5078,0.8602,REP-0230,high_pressure,HIGH_PRESSURE-02480
loyalty_offer_missed,0.0906,0.9739,0.2806,0.9615,0.2072,567.5,0.4502,0.3969,0.7756,REP-0231,high_pressure,HIGH_PRESSURE-02481
fraud_care_promo,0.2736,0.9604,0.282,0.5223,0.1325,599.3,0.4793,0.2853,0.6985,REP-0232,high_pressure,HIGH_PRESSURE-02482
clean,0.4943,0.8493,0.0987,0.0656,0.1034,627.1,0.4885,0.3816,0.6434,REP-0233,high_pressure,HIGH_PRESSURE-02483
loyalty_offer_missed,0.0,0.959,0.2275,0.882,0.2198,598.5,0.3899,0.2782,0.7689,REP-0234,high_pressure,HIGH_PRESSURE-02484
gamed_metric,0.1739,0.9697,0.1346,0.7424,0.141,552.5,0.2782,0.2835,0.8078,REP-0235,high_pressure,HIGH_PRESSURE-02485
fraud_line_add,0.1282,0.8561,0.2861,0.5899,0.1896,641.6,0.5586,0.3271,0.6839,REP-0236,high_pressure,HIGH_PRESSURE-02486
fraud_care_promo,0.251,0.9616,0.2572,0.5422,0.1011,580.7,0.4306,0.3754,0.7234,REP-0237,high_pressure,HIGH_PRESSURE-02487
fraud_line_add,0.1694,0.8712,0.3047,0.5858,0.1869,593.4,0.2889,0.2825,0.726,REP-0238,high_pressure,HIGH_PRESSURE-02488
clean,0.5319,0.9105,0.1184,0.0544,0.0614,637.4,0.4288,0.2682,0.6839,REP-0239,high_pressure,HIGH_PRESSURE-02489
clean,0.5242,0.9719,0.0044,0.079,0.0697,589.2,0.1637,0.1885,0.5529,REP-0240,high_pressure,HIGH_PRESSURE-02490
loyalty_offer_missed,0.0568,0.9815,0.2877,0.9178,0.2467,601.3,0.2476,0.2573,0.5752,REP-0241,high_pressure,HIGH_PRESSURE-02491
fraud_line_add,0.1315,0.8657,0.3528,0.6141,0.1799,627.1,0.5708,0.3928,0.7321,REP-0242,high_pressure,HIGH_PRESSURE-02492
gamed_metric,0.0748,0.9776,0.1631,0.7204,0.1393,672.7,0.7319,0.3725,0.7566,REP-0243,high_pressure,HIGH_PRESSURE-02493
fraud_care_promo,0.2395,0.9999,0.2964,0.507,0.1394,623.7,0.363,0.2912,0.7852,REP-0244,high_pressure,HIGH_PRESSURE-02494
clean,0.4957,0.9836,0.0675,0.1345,0.0759,650.2,0.5083,0.3806,0.7149,REP-0245,high_pressure,HIGH_PRESSURE-02495
loyalty_offer_missed,0.0869,0.9771,0.2385,0.9244,0.2649,575.1,0.2768,0.3661,0.7274,REP-0246,high_pressure,HIGH_PRESSURE-02496
loyalty_offer_missed,0.0699,0.9406,0.2534,0.9218,0.277,655.1,0.5738,0.4272,0.7089,REP-0247,high_pressure,HIGH_PRESSURE-02497
loyalty_offer_missed,0.0941,0.9818,0.3186,0.9163,0.2477,627.7,0.4865,0.3476,0.7352,REP-0248,high_pressure,HIGH_PRESSURE-02498
clean,0.613,0.9713,0.0502,0.0631,0.0998,593.5,0.2438,0.2851,0.8121,REP-0249,high_pressure,HIGH_PRESSURE-02499
fraud_store_promo,0.1221,0.9063,0.3669,0.6691,0.1771,614.5,0.5057,0.2385,0.7355,REP-0250,high_pressure,HIGH_PRESSURE-02500
fraud_hic_exchange,0.1063,0.9271,0.4883,0.6459,0.1791,637.3,0.438,0.3773,0.7095,REP-0001,high_pressure,HIGH_PRESSURE-02501
clean,0.663,0.9743,0.0643,0.1268,0.0772,557.2,0.3811,0.2682,0.6849,REP-0002,high_pressure,HIGH_PRESSURE-02502
clean,0.6603,0.9912,0.0892,0.1108,0.0817,643.9,0.6077,0.3453,0.7666,REP-0003,high_pressure,HIGH_PRESSURE-02503
unresolvable_clean,0.032,0.5051,0.4686,0.4893,0.1185,623.2,0.5345,0.433,0.7968,REP-0004,high_pressure,HIGH_PRESSURE-02504
gamed_metric,0.043,0.9232,0.1059,0.7106,0.156,735.5,0.6626,0.4381,0.6921,REP-0005,high_pressure,HIGH_PRESSURE-02505
loyalty_offer_missed,0.0928,0.9133,0.2666,0.8783,0.1973,599.9,0.3615,0.2777,0.7382,REP-0006,high_pressure,HIGH_PRESSURE-02506
loyalty_offer_missed,0.0639,0.9487,0.2442,0.8164,0.2298,631.7,0.4977,0.386,0.7693,REP-0007,high_pressure,HIGH_PRESSURE-02507
clean,0.6169,0.9134,0.0989,0.0664,0.0792,638.5,0.5435,0.456,0.7189,REP-0008,high_pressure,HIGH_PRESSURE-02508
fraud_store_promo,0.1995,0.8525,0.3346,0.6404,0.1302,598.6,0.5871,0.2557,0.7256,REP-0009,high_pressure,HIGH_PRESSURE-02509
clean,0.6755,0.9059,0.0449,0.0047,0.0854,593.8,0.5117,0.3507,0.6598,REP-0010,high_pressure,HIGH_PRESSURE-02510
clean,0.4851,0.9648,0.0771,0.1362,0.0463,582.1,0.5281,0.3082,0.6538,REP-0011,high_pressure,HIGH_PRESSURE-02511
unresolvable_clean,0.0269,0.6089,0.4231,0.3204,0.1744,632.8,0.4486,0.2987,0.6802,REP-0012,high_pressure,HIGH_PRESSURE-02512
clean,0.5836,0.9118,0.0679,0.0834,0.0933,600.1,0.2625,0.2089,0.663,REP-0013,high_pressure,HIGH_PRESSURE-02513
loyalty_offer_missed,0.0057,0.9434,0.2272,0.9014,0.1823,640.3,0.4749,0.3564,0.7578,REP-0014,high_pressure,HIGH_PRESSURE-02514
fraud_store_promo,0.2427,0.8921,0.4163,0.5539,0.1616,603.1,0.3106,0.312,0.7443,REP-0015,high_pressure,HIGH_PRESSURE-02515
clean,0.5854,0.9647,0.1215,0.0264,0.1153,638.9,0.4579,0.4228,0.6971,REP-0016,high_pressure,HIGH_PRESSURE-02516
loyalty_offer_missed,0.0543,0.9693,0.2324,0.9003,0.2288,618.7,0.5203,0.4053,0.6776,REP-0017,high_pressure,HIGH_PRESSURE-02517
clean,0.5609,0.8959,0.1227,0.0325,0.1041,588.8,0.387,0.2221,0.7713,REP-0018,high_pressure,HIGH_PRESSURE-02518
fraud_care_promo,0.1329,0.9781,0.3152,0.6028,0.1672,644.6,0.6046,0.4147,0.823,REP-0019,high_pressure,HIGH_PRESSURE-02519
clean,0.5113,0.9197,0.0892,0.0551,0.0858,637.0,0.5342,0.5036,0.6548,REP-0020,high_pressure,HIGH_PRESSURE-02520
loyalty_offer_missed,0.0255,0.9751,0.2422,0.9361,0.2553,641.5,0.5832,0.5444,0.7224,REP-0021,high_pressure,HIGH_PRESSURE-02521
gamed_metric,0.1324,0.953,0.1848,0.6908,0.1467,632.7,0.5854,0.4288,0.7261,REP-0022,high_pressure,HIGH_PRESSURE-02522
clean,0.4836,0.9647,0.0703,0.0127,0.0937,655.0,0.559,0.4388,0.7271,REP-0023,high_pressure,HIGH_PRESSURE-02523
clean,0.5346,0.949,0.1014,0.0713,0.0938,606.2,0.3285,0.1881,0.6404,REP-0024,high_pressure,HIGH_PRESSURE-02524
gamed_metric,0.1164,0.9865,0.1272,0.7388,0.1608,642.4,0.629,0.4233,0.654,REP-0025,high_pressure,HIGH_PRESSURE-02525
fraud_line_add,0.2355,0.8431,0.3159,0.6228,0.183,588.1,0.3465,0.3024,0.7092,REP-0026,high_pressure,HIGH_PRESSURE-02526
fraud_store_promo,0.1143,0.9081,0.3622,0.6483,0.1433,607.9,0.4906,0.3384,0.7564,REP-0027,high_pressure,HIGH_PRESSURE-02527
loyalty_offer_missed,0.0194,0.8961,0.1983,0.8959,0.252,665.8,0.7839,0.4982,0.7651,REP-0028,high_pressure,HIGH_PRESSURE-02528
clean,0.6116,0.9888,0.0794,0.0,0.1195,633.9,0.3449,0.319,0.6791,REP-0029,high_pressure,HIGH_PRESSURE-02529
loyalty_offer_missed,0.0638,0.9898,0.1948,0.9262,0.2387,640.4,0.6826,0.5015,0.7207,REP-0030,high_pressure,HIGH_PRESSURE-02530
clean,0.5624,0.8861,0.0061,0.0115,0.0956,623.4,0.5905,0.493,0.6813,REP-0031,high_pressure,HIGH_PRESSURE-02531
loyalty_offer_missed,0.0382,0.9439,0.2871,0.8654,0.2303,593.2,0.5358,0.4454,0.7787,REP-0032,high_pressure,HIGH_PRESSURE-02532
loyalty_offer_missed,0.0622,1.0,0.3395,0.902,0.2294,641.4,0.5984,0.4588,0.7711,REP-0033,high_pressure,HIGH_PRESSURE-02533
clean,0.5001,0.9619,0.0694,0.0906,0.081,582.3,0.3873,0.2868,0.7896,REP-0034,high_pressure,HIGH_PRESSURE-02534
loyalty_offer_missed,0.0767,0.969,0.2641,0.9236,0.1931,651.5,0.4477,0.4142,0.6893,REP-0035,high_pressure,HIGH_PRESSURE-02535
clean,0.5774,0.9043,0.1034,0.0882,0.0715,648.1,0.4985,0.4543,0.7133,REP-0036,high_pressure,HIGH_PRESSURE-02536
gamed_metric,0.0587,0.9881,0.1499,0.707,0.1731,616.3,0.4722,0.3325,0.7109,REP-0037,high_pressure,HIGH_PRESSURE-02537
clean,0.5494,0.9218,0.1268,0.0881,0.0731,582.3,0.5521,0.3323,0.6764,REP-0038,high_pressure,HIGH_PRESSURE-02538
gamed_metric,0.1772,0.9234,0.2244,0.69,0.1302,596.4,0.4857,0.3028,0.8093,REP-0039,high_pressure,HIGH_PRESSURE-02539
unresolvable_clean,0.0204,0.5473,0.3925,0.3458,0.1373,589.3,0.3451,0.274,0.7451,REP-0040,high_pressure,HIGH_PRESSURE-02540
loyalty_offer_missed,0.0161,0.9152,0.2091,0.9812,0.1806,655.4,0.5048,0.4663,0.7354,REP-0041,high_pressure,HIGH_PRESSURE-02541
loyalty_offer_missed,0.0492,0.9659,0.2134,0.8949,0.2125,586.9,0.4002,0.3132,0.675,REP-0042,high_pressure,HIGH_PRESSURE-02542
clean,0.5065,0.9334,0.0671,0.0624,0.1025,619.9,0.398,0.4068,0.8342,REP-0043,high_pressure,HIGH_PRESSURE-02543
gamed_metric,0.115,0.9912,0.0732,0.6912,0.162,659.4,0.5725,0.4064,0.732,REP-0044,high_pressure,HIGH_PRESSURE-02544
gamed_metric,0.0636,1.0,0.1219,0.7075,0.1561,626.4,0.2949,0.2667,0.7009,REP-0045,high_pressure,HIGH_PRESSURE-02545
clean,0.4623,0.9246,0.1066,0.0309,0.0364,676.2,0.5341,0.3634,0.6781,REP-0046,high_pressure,HIGH_PRESSURE-02546
fraud_store_promo,0.2054,0.9009,0.4438,0.6117,0.1674,587.4,0.4445,0.3633,0.744,REP-0047,high_pressure,HIGH_PRESSURE-02547
clean,0.5267,0.9908,0.0724,0.0,0.0843,610.6,0.457,0.3025,0.7373,REP-0048,high_pressure,HIGH_PRESSURE-02548
gamed_metric,0.2151,0.8891,0.1387,0.6926,0.144,585.9,0.2666,0.3873,0.676,REP-0049,high_pressure,HIGH_PRESSURE-02549
clean,0.6437,0.9288,0.1085,0.0771,0.0707,605.6,0.4259,0.349,0.6836,REP-0050,high_pressure,HIGH_PRESSURE-02550
fraud_line_add,0.1375,0.8516,0.3212,0.5131,0.1391,588.6,0.3085,0.3476,0.7376,REP-0051,high_pressure,HIGH_PRESSURE-02551
fraud_store_promo,0.0977,0.9011,0.4065,0.6028,0.1375,631.3,0.5195,0.4185,0.7803,REP-0052,high_pressure,HIGH_PRESSURE-02552
gamed_metric,0.0827,0.9913,0.1714,0.6774,0.1589,609.9,0.3699,0.4321,0.7025,REP-0053,high_pressure,HIGH_PRESSURE-02553
clean,0.6343,0.9276,0.0809,0.0279,0.1035,583.1,0.3725,0.3788,0.6657,REP-0054,high_pressure,HIGH_PRESSURE-02554
fraud_store_promo,0.202,0.8758,0.363,0.62,0.1523,616.5,0.2806,0.3019,0.6918,REP-0055,high_pressure,HIGH_PRESSURE-02555
clean,0.6202,0.9528,0.1162,0.0643,0.0784,678.7,0.5838,0.5029,0.731,REP-0056,high_pressure,HIGH_PRESSURE-02556
gamed_metric,0.0819,0.9459,0.15,0.7158,0.1323,641.9,0.5559,0.3747,0.6746,REP-0057,high_pressure,HIGH_PRESSURE-02557
clean,0.5741,0.9255,0.0949,0.0331,0.0763,596.5,0.3522,0.2878,0.6888,REP-0058,high_pressure,HIGH_PRESSURE-02558
gamed_metric,0.1046,0.9132,0.1166,0.7382,0.1282,574.7,0.3211,0.3797,0.7336,REP-0059,high_pressure,HIGH_PRESSURE-02559
loyalty_offer_missed,0.0325,0.9143,0.2592,0.9832,0.2344,712.2,0.5804,0.5088,0.7054,REP-0060,high_pressure,HIGH_PRESSURE-02560
clean,0.5981,0.9174,0.0858,0.0582,0.059,601.3,0.3624,0.3988,0.7001,REP-0061,high_pressure,HIGH_PRESSURE-02561
clean,0.6466,0.8827,0.0112,0.055,0.0657,645.9,0.4499,0.3378,0.7065,REP-0062,high_pressure,HIGH_PRESSURE-02562
fraud_hic_exchange,0.0337,0.8965,0.4283,0.6606,0.21,610.0,0.5868,0.4139,0.6654,REP-0063,high_pressure,HIGH_PRESSURE-02563
fraud_store_promo,0.1675,0.923,0.3203,0.5982,0.1204,604.1,0.3452,0.3665,0.7384,REP-0064,high_pressure,HIGH_PRESSURE-02564
fraud_line_add,0.0927,0.8645,0.257,0.6758,0.2006,649.7,0.5688,0.3749,0.699,REP-0065,high_pressure,HIGH_PRESSURE-02565
fraud_care_promo,0.1924,0.904,0.318,0.5224,0.1367,639.4,0.5314,0.3517,0.7009,REP-0066,high_pressure,HIGH_PRESSURE-02566
loyalty_offer_missed,0.0589,0.9667,0.2552,0.9847,0.2197,602.4,0.5404,0.5097,0.8638,REP-0067,high_pressure,HIGH_PRESSURE-02567
fraud_store_promo,0.1239,0.8837,0.3483,0.6849,0.1611,625.2,0.5301,0.3141,0.7006,REP-0068,high_pressure,HIGH_PRESSURE-02568
clean,0.529,0.9014,0.08,0.0,0.1101,594.5,0.454,0.426,0.6817,REP-0069,high_pressure,HIGH_PRESSURE-02569
fraud_hic_exchange,0.1032,0.909,0.4161,0.693,0.1289,590.5,0.456,0.2364,0.6975,REP-0070,high_pressure,HIGH_PRESSURE-02570
clean,0.5276,0.8883,0.078,0.0361,0.0973,580.7,0.3784,0.4126,0.728,REP-0071,high_pressure,HIGH_PRESSURE-02571
loyalty_offer_missed,0.0435,0.9125,0.2396,0.9277,0.1663,624.9,0.555,0.3267,0.7714,REP-0072,high_pressure,HIGH_PRESSURE-02572
fraud_care_promo,0.1411,0.9528,0.2825,0.6252,0.1574,631.3,0.5915,0.5225,0.7103,REP-0073,high_pressure,HIGH_PRESSURE-02573
clean,0.6158,1.0,0.0484,0.0,0.079,638.8,0.4694,0.3302,0.7308,REP-0074,high_pressure,HIGH_PRESSURE-02574
clean,0.4956,0.959,0.0966,0.136,0.087,585.9,0.3817,0.4031,0.7017,REP-0075,high_pressure,HIGH_PRESSURE-02575
clean,0.5072,0.8943,0.0715,0.1135,0.0716,637.9,0.5412,0.3451,0.743,REP-0076,high_pressure,HIGH_PRESSURE-02576
unresolvable_clean,0.0,0.5698,0.4323,0.3265,0.1489,632.3,0.4665,0.4294,0.6801,REP-0077,high_pressure,HIGH_PRESSURE-02577
gamed_metric,0.1317,0.9806,0.2102,0.6753,0.1325,667.5,0.5716,0.4569,0.7231,REP-0078,high_pressure,HIGH_PRESSURE-02578
unresolvable_clean,0.0685,0.5392,0.4393,0.3533,0.1214,614.7,0.432,0.3402,0.8043,REP-0079,high_pressure,HIGH_PRESSURE-02579
clean,0.511,0.9943,0.0687,0.0676,0.0531,660.1,0.4671,0.3427,0.7176,REP-0080,high_pressure,HIGH_PRESSURE-02580
gamed_metric,0.1111,0.9682,0.1936,0.6966,0.1492,586.2,0.5443,0.3608,0.7341,REP-0081,high_pressure,HIGH_PRESSURE-02581
clean,0.3654,1.0,0.0788,0.0535,0.0945,654.8,0.5741,0.3903,0.7482,REP-0082,high_pressure,HIGH_PRESSURE-02582
gamed_metric,0.1071,0.9649,0.21,0.7122,0.1772,651.5,0.5179,0.2953,0.6565,REP-0083,high_pressure,HIGH_PRESSURE-02583
loyalty_offer_missed,0.1211,0.9729,0.226,0.9378,0.19,676.7,0.5086,0.3557,0.749,REP-0084,high_pressure,HIGH_PRESSURE-02584
fraud_line_add,0.1188,0.8563,0.3667,0.5878,0.1167,637.2,0.5033,0.3139,0.6021,REP-0085,high_pressure,HIGH_PRESSURE-02585
fraud_store_promo,0.0852,0.868,0.3863,0.6354,0.1559,647.0,0.6118,0.3923,0.7946,REP-0086,high_pressure,HIGH_PRESSURE-02586
fraud_line_add,0.2303,0.9139,0.3323,0.6014,0.1716,593.0,0.3554,0.3478,0.686,REP-0087,high_pressure,HIGH_PRESSURE-02587
gamed_metric,0.1697,0.9333,0.1481,0.7146,0.1233,607.8,0.4645,0.3211,0.7735,REP-0088,high_pressure,HIGH_PRESSURE-02588
loyalty_offer_missed,0.1007,0.9666,0.3006,0.8806,0.2193,620.0,0.4016,0.297,0.7057,REP-0089,high_pressure,HIGH_PRESSURE-02589
loyalty_offer_missed,0.1273,0.9819,0.2933,0.8591,0.2277,644.6,0.6058,0.5495,0.7395,REP-0090,high_pressure,HIGH_PRESSURE-02590
clean,0.6029,0.9302,0.0451,0.0575,0.0985,649.6,0.5258,0.4621,0.7155,REP-0091,high_pressure,HIGH_PRESSURE-02591
fraud_store_promo,0.1174,0.9302,0.3765,0.6496,0.164,662.9,0.4618,0.346,0.6902,REP-0092,high_pressure,HIGH_PRESSURE-02592
fraud_line_add,0.1614,0.8901,0.3133,0.6054,0.1862,663.6,0.6132,0.5028,0.7499,REP-0093,high_pressure,HIGH_PRESSURE-02593
loyalty_offer_missed,0.1055,0.9447,0.2604,0.839,0.2127,620.2,0.4055,0.3279,0.6765,REP-0094,high_pressure,HIGH_PRESSURE-02594
loyalty_offer_missed,0.1555,0.9648,0.2595,0.8826,0.2155,617.4,0.4624,0.3765,0.706,REP-0095,high_pressure,HIGH_PRESSURE-02595
loyalty_offer_missed,0.1361,0.9626,0.2413,0.949,0.1802,576.6,0.4381,0.4073,0.7117,REP-0096,high_pressure,HIGH_PRESSURE-02596
fraud_store_promo,0.2557,0.8683,0.4396,0.6067,0.1357,607.6,0.4074,0.3251,0.7444,REP-0097,high_pressure,HIGH_PRESSURE-02597
